ISBN13,Role,Name
9780241401552,By (author),Jonathan Stutzman
9780241401552,", Illustrated by",Heather Fox
9780241401873,By (author),Ladybird
9780241405604,By (author),Jeff Kinney
9780241411018,By (author),DK
9780241412473,By (author),Will Gater
9780241412688,By (author),DK
9780241412688,", Illustrated by",Lucy Semple
9780241412886,By (author),DK
9780241413975,By (author),Natasha Bowen
9780241414774,By (author),Peppa Pig
9780241415160,Illustrated by,Ekaterina Trukhan
9780241422366,By (author),Ladybird
9780241424148,By (author),Jeff Kinney
9780241425725,By (author),Dr. Seuss
9780241425725,", Illustrated by",Andrew Joyner
9780241426371,By (author),Dk
9780241427408,By (author),Ladybird
9780241433980,By (author),Gabby Rivera
9780241439609,By (author),DK
9780241446294,By (author),DK
9780241466841,By (author),Carol Vorderman
9780241480724,By (author),Jennifer Lynn Barnes
9780241481486,By (author),Stephen Hawking
9780241481486,", By (author)",Lucy Hawking
9780241486948,By (author),Bluey
9780241501405,By (author),Jeff Kinney
9780241516911,By (author),Nicola Yoon
9780241530399,By (author),Jeff Kinney
9780241542217,By (author),Meghan The Duchess of Sussex
9780241542217,", Illustrated by",Christian Robinson
9780241562284,By (author),Jeff Kinney
9780241573631,By (author),Jennifer Lynn Barnes
9780241583081,By (author),Jeff Kinney
9780241599198,By (author),Jenny Han
9780241951446,By (author),Anthony Burgess
9780261102217,By (author),J. R. R. Tolkien
9780261102385,By (author),J. R. R. Tolkien
9780261103573,By (author),J. R. R. Tolkien
9780307930514,By (author),Billy Wrecks
9780307930514,", Illustrated by",Golden Books
9780307931801,By (author),Dr. Seuss
9780307931894,By (author),David Levithan
9780310701286,By (author),Melody Carlson
9780310701286,", Illustrated by",Tish Tenud
9780310701293,By (author),Melody Carlson
9780310701293,", Illustrated by",Tish Tenud
9780310702870,By (author),Melody Carlson
9780310702870,", Illustrated by",Judith Pfeiffer
9780310718376,By (author),Bryan Davis
9780310763857,By (author),Zonderkidz
9780312513061,By (author),Roger Priddy
9780312515119,By (author),Roger Priddy
9780312516451,By (author),My Carry-along Sound Books
9780312525828,By (author),Roger Priddy
9780312530167,By (author),Roger Priddy
9780312674397,By (author),Laurie Halse Anderson
9780316038638,By (author),Grace Lin
9780316126441,By (author),Allan Ahlberg
9780316126441,", Illustrated by",Janet Ahlberg
9780316388276,By (author),Sam Kean
9780316406857,By (author),Chris Colfer
9780316406857,", By (author)",Brandon Dorma
9780316456180,By (author),James Patterson
9780316456180,", By (author)",Steven Butler
9780316456180,", Other",Richard Watson
9780316493161,By (author),Tasha Spillett-Sumner
9780316493161,", Illustrated by",Michaela Goade
9780316789684,By (author),Ed Emberley
9780330351690,By (author),Jon Krakauer
9780330415262,By (author),Lian Hearn
9780330418881,By (author),Meg Cabot
9780330437301,By (author),Gwyneth Rees
9780330437301,", Illustrated by",Emily Bannister
9780330506205,By (author),Nick Sharratt
9780330506205,", By (author)",Stephen Tucker
9780330511186,By (author),Julia Donaldson
9780330511186,", Illustrated by",Karen George
9780330512282,By (author),Julia Donaldson
9780330512282,", Illustrated by",Nick Sharratt
9780330512688,By (author),Rod Campbell
9780330518406,By (author),Chloe Inkpen
9780330518406,", By (author)",Mick Inkpen
9780330537971,By (author),David Bedford
9780330537971,", Illustrated by",Dankerleroux
9780330537971,", Illustrated by",Matt Cruikshank
9780333493595,By (author),Jill Murphy
9780333633397,By (author),Rod Campbell
9780333961445,By (author),Julia Donaldson
9780333961445,", Illustrated by",Axel Scheffler
9780340681121,By (author),Enid Blyton
9780340779163,By (author),Lauren Child
9780340860939,By (author),David Melling
9780340894545,By (author),Enid Blyton
9780340917763,By (author),Anne Digby
9780340945223,By (author),Mwenye Hadithi
9780340945223,", Illustrated by",Adrienne Kennaway
9780340980903,By (author),Lauren Oliver
9780340980934,By (author),Lauren Oliver
9780340997130,By (author),Emma Thomson
9780340999073,By (author),Cressida Cowell
9780345434111,By (author),Terry Brooks
9780345435767,By (author),Terry Brooks
9780345453747,By (author),Douglas Adams
9780345458537,By (author),Terry Brooks
9780345499110,By (author),Terry Brooks
9780345514400,By (author),Maya Angelou
9780345538994,By (author),Michael Crichton
9780349001326,By (author),Stephenie Meyer
9780349003634,By (author),Stephenie Meyer
9780349003962,By (author),Stephenie Meyer
9780349426389,By (author),Nora Roberts
9780356500843,By (author),Orson Scott Card
9780375714832,By (author),Marjane Satrapi
9780375802683,By (author),Ron Roy
9780375802683,", Illustrated by",John Steven Gurney
9780375822742,By (author),Jeanne Duprau
9780375832215,By (author),Mary Pope Osborne
9780375832215,", By (author)",Natalie Pope Boyce
9780375832215,", Illustrated by",Sal Murdocca
9780375869020,By (author),R. J. Palacio
9780375870484,By (author),Tish Rabe
9780375870484,", Illustrated by",Tom Brannon
9780380733002,By (author),Cynthia L Smith
9780385020596,By (author),Wilson Rawls
9780385375160,By (author),Dr. Seuss
9780385521239,By (author),Ann Brashares
9780385606066,By (author),Jacqueli Wilson
9780385737951,By (author),James Dashner
9780385738767,By (author),James Dashner
9780385738781,By (author),James Dashner
9780385754309,By (author),Tim Tharp
9780394800011,By (author),Dr. Seuss
9780394800189,By (author),P.D. Eastman
9780394800202,By (author),P.D. Eastman
9780394850108,By (author),Jack Prelutsky
9780394850108,", Illustrated by",Arnold Lobel
9780394863658,Adapted by,Kate McMullan
9780394863658,", By (author)",Robert Louis Stevenson
9780394863658,", Illustrated by",Paul Van Munching
9780399167973,By (author),Randall de Seve
9780399167973,", Illustrated by",Loren Long
9780399214578,By (author),Jane Yolen
9780399251535,By (author),Rachel Isadora
9780399252969,By (author),Jan Brett
9780399546471,By (author),Melissa Marr
9780399546471,", Illustrated by",Teagan White
9780399546600,By (author),Krystal Sutherland
9780399548352,By (author),Krystal Sutherland
9780399580437,By (author),Rachel Ignotofsky
9780425288870,By (author),David Arnold
9780425291115,By (author),Munro Leaf
9780425291115,", Illustrated by",Robert Lawson
9780425291818,By (author),Anna Dewdney
9780435966874,By (author),Roger Crawford
9780435996895,By (author),Haydn Richards
9780435997076,By (author),UNKNOWN
9780439023122,By (author),Geronimo Stilton
9780439042444,By (author),Jean Marzollo
9780439042444,", Illustrated by",Walter Wick
9780439049986,By (author),"Pilkey, Dav"
9780439050005,By (author),Dav Pilkey
9780439107990,By (author),Eva Moore
9780439107990,", By (author)",Joanna Cole
9780439107990,", Illustrated by",Ted Enik
9780439121866,By (author),R. L. Stine
9780439135306,By (author),R. L. Stine
9780439135351,By (author),R. L. Stine
9780439165877,By (author),Walter Wick
9780439182973,By (author),Tony Abbott
9780439182973,", Illustrated by",Tim Jessell
9780439182980,By (author),Tony Abbott
9780439182980,", Illustrated by",Tim Jessell
9780439204217,By (author),Cole Joanna
9780439207720,By (author),Tony Abbott
9780439207720,", Illustrated by",David Merrell
9780439207843,By (author),Tony Abbott
9780439225069,By (author),Sarah Stephen
9780439236201,By (author),Edward W Dolch
9780439236201,", By (author)",Marguerite P Dolch
9780439236201,", By (author)",Beulah F Jackson
9780439236201,", By (author)",Jonathan Swift
9780439236201,", Illustrated by",Jean-Jacques Vayssiaeres
9780439236218,By (author),Daniel Defoe
9780439236393,By (author),Ann McGovern
9780439236393,", Illustrated by",Tracy Sugarman
9780439236416,By (author),L. F. Baum
9780439236416,", By (author)",Paul Granger
9780439269971,By (author),"Pam,Munoz Ryan"
9780439291330,By (author),Sir J. M. Barrie
9780439291453,By (author),Sarah Hines Stephen
9780439306065,By (author),Tony Abbott
9780439306072,By (author),Tony Abbott
9780439376082,By (author),Dav Pilkey
9780439376105,By (author),Dav Pilkey
9780439376129,By (author),Dav Pilkey
9780439376143,By (author),"Pilkey, Dav"
9780439416825,By (author),Gail Bridwell Herman
9780439420792,By (author),Tony Abbott
9780439420808,By (author),Tony Abbott
9780439440646,By (author),J Mason
9780439440646,", By (author)",S. Stephens
9780439457088,By (author),Ellen Miles
9780439557061,By (author),Sarah Hines Stephens
9780439557061,", By (author)",Jane Mason
9780439559638,By (author),Geronimo Stilton
9780439559645,By (author),Scholastic
9780439559669,By (author),Geronimo Stilton
9780439559676,By (author),Geronimo Stilton
9780439559683,By (author),Geronimo Stilton
9780439559690,By (author),Geronimo Stilton
9780439559706,By (author),Geronimo Stilton
9780439559720,By (author),Scholastic
9780439559737,By (author),Geronimo Stilton
9780439559744,By (author),Geronimo Stilton
9780439560405,By (author),Tony Abbott
9780439560436,By (author),Tony Abbott
9780439560481,By (author),Tony Abbott
9780439568302,By (author),R. L. Stine
9780439568432,By (author),R. L. Stine
9780439574242,By (author),Hines Stephens
9780439574242,", By (author)",Jane B. Mason
9780439574259,By (author),Hugh Lofting
9780439574259,", By (author)",Ellen Miles
9780439617772,By (author),Walter Wick
9780439629041,By (author),Jim Benton
9780439629058,By (author),Jim Benton
9780439635721,By (author),Lisa McCourt
9780439635721,", Illustrated by",Cyd Moore
9780439635820,By (author),Joan Holub
9780439661577,By (author),Tony Abbott
9780439661584,By (author),Tony Abbott
9780439661621,By (author),Geronimo Stilton
9780439661638,By (author),Geronimo Stilton
9780439661645,By (author),Geronimo Stilton
9780439671736,By (author),Tony Abbott
9780439671743,By (author),Tony Abbott
9780439671743,", Illustrated by",David Merrell
9780439671743,", Illustrated by",Tim Jessell
9780439671750,By (author),Tony Abbott
9780439671750,", Illustrated by",David Merrell
9780439671750,", Illustrated by",Tim Jessell
9780439671767,By (author),Tony Abbott
9780439671767,", Illustrated by",Tim;Merrell Jessell
9780439688819,By (author),David Shannon
9780439688826,By (author),David Shannon
9780439691406,By (author),Geronimo Stilton
9780439691420,By (author),Geronimo Stilton
9780439691437,By (author),Geronimo Stilton
9780439691444,By (author),Geronimo Stilton
9780439691451,By (author),Geronimo Stilton
9780439691468,By (author),Geronimo Stilton
9780439691475,By (author),Geronimo Stilton
9780439724036,By (author),R L Stine
9780439724043,By (author),R. L. Stine
9780439773539,By (author),Hans Wilhelm
9780439774758,By (author),"R,L Stine"
9780439796217,By (author),Jim Benton
9780439796224,By (author),Jim Benton
9780439841160,By (author),Geronimo Stilton
9780439841177,By (author),Geronimo Stilton
9780439841184,By (author),Geronimo Stilton
9780439841191,By (author),Geronimo Stilton
9780439841207,By (author),Geronimo Stilton
9780439841214,By (author),Geronimo Stilton
9780439841252,By (author),"R,L Stine"
9780439845021,By (author),Bobby Lynn Maslen
9780439845021,", Illustrated by",John R Maslen
9780439845069,By (author),Bobby Lynn Maslen
9780439845069,", Illustrated by",John R Maslen
9780439845090,By (author),Bobby Lynn Maslen
9780439845090,", Illustrated by",John R Maslen
9780439857826,By (author),"R,L Stine"
9780439857826,", Illustrated by",Ted Naifeh
9780439863933,By (author),R. L. Stine
9780439865418,By (author),Bobby Lynn Maslen
9780439865418,", Illustrated by",John R Maslen
9780439868839,By (author),Martin Ann M
9780439882828,By (author),Visiting Distinguished Research Professor George Lucas
9780439882828,", By (author)",Matthew Reinhart
9780439902502,By (author),Tony Abbott
9780439902502,", Illustrated by",Royce Fitzgerald
9780439902502,", Illustrated by",Tim Jessell
9780439902519,By (author),Tony Abbott
9780439902533,By (author),Tony Abbott
9780439902533,", Illustrated by",Royce Fitzgerald
9780439902533,", Illustrated by",Tim Jessell
9780439918749,By (author),"R,L Stine"
9780439918763,By (author),"R,L Stine"
9780439918794,By (author),"R,L Stine"
9780439978668,By (author),Nick Arnold
9780439978668,", Illustrated by",Tony De Saulles
9780439998529,By (author),R. L. Stine
9780440412991,By (author),Marjorie Weinman Sharmat
9780440412991,", By (author)",Craig Sharmat
9780440414803,By (author),Louis Sachar
9780440868354,By (author),Jacqueline Wilson
9780441068807,By (author),Robin McKinley
9780448089010,By (author),Franklin W. Dixon
9780448089034,By (author),Franklin W. Dixon
9780448089119,By (author),Franklin W. Dixon
9780448089126,By (author),Franklin W. Dixon
9780448089447,By (author),Franklin W. Dixon
9780448095011,By (author),Carolyn Keene
9780448095110,By (author),Carolyn Keene
9780448412535,By (author),C. E. Thompson
9780448412948,By (author),Lara Rice Bergen
9780448412948,", Illustrated by",Heidi Petach
9780448424965,By (author),Jess Brallier
9780448424965,", By (author)",Who HQ
9780448424965,", Illustrated by",Robert Andrew Parker
9780448442556,By (author),Lauren Child
9780448445601,By (author),Lauren Child
9780448446561,By (author),Ginjer L. Clarke
9780448446561,", Illustrated by",Pete Mueller
9780448449050,By (author),Lauren Child
9780448453965,By (author),Roberta Edwards
9780448453965,", Illustrated by",Bob Kayganich
9780448455815,By (author),Karen Katz
9780448455969,By (author),Karen Katz
9780448455976,By (author),Eric Carle
9780448456249,By (author),D.J. Steinberg
9780448456249,", Illustrated by",Mark Chambers
9780448456768,By (author),Jill Abramson
9780448456768,", By (author)",Jane O'Connor
9780448456768,", Illustrated by",Deborah Melmon
9780448456942,By (author),Munro Leaf
9780448457147,By (author),Watty Piper
9780448457147,", Illustrated by",George And Doris Hauman
9780448462424,By (author),Dori Hillestad Butler
9780448462424,", Illustrated by",Aurore Damant
9780448464954,By (author),Franklin W. Dixon
9780448464961,By (author),Carolyn Keene
9780448479972,By (author),Henry Winkler
9780448479972,", By (author)",Lin Oliver
9780448479972,", Illustrated by",Scott Garrett
9780448479989,By (author),Henry Winkler
9780448479989,", By (author)",Lin Oliver
9780448479989,", Illustrated by",Scott Garrett
9780448480527,By (author),Eric Carle
9780448481265,By (author),Dori Chaconas
9780448481265,", Illustrated by",Lisa Mccue
9780448481388,By (author),Eric Carle
9780448483320,By (author),Dori Hillestad Butler
9780448483320,", Illustrated by",Aurore Damant
9780448487403,By (author),Jean Taft
9780448487403,", Illustrated by",Matt Hunt
9780448487519,By (author),Kelly Starling Lyons
9780448487519,", Illustrated by",Vanessa Brantley-Newton
9780448487854,By (author),Jim O'Connor
9780448487854,", By (author)",Who Hq
9780448487854,", Illustrated by",Ted Hammond
9780448488301,By (author),Patricia Brennan Demuth
9780448488301,", Illustrated by",Jez Tuya
9780448489407,By (author),Dori Hillestad Butler
9780448489407,", Illustrated by",Aurore Damant
9780448489421,By (author),Dori Hillestad Butler
9780448489421,", Illustrated by",Aurore Damant
9780448496467,By (author),Jonathan Fenske
9780451470799,By (author),Don Freeman
9780451474575,By (author),Anna Dewdney
9780451478245,By (author),Lily Anderson
9780451534354,By (author),Dori Hillestad Butler
9780451534354,", Illustrated by",Aurore Damant
9780486254760,By (author),John Green
9780486256597,By (author),Dave Phillips
9780486262536,By (author),Paul E. Kennedy
9780486262994,By (author),Anna Pomaska
